title,views,date,url,keyword
성인 구몬으로 중국어 시작하려는데요,1545,2020.03.20,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=350565781&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=219&search_sort=0&spq=0,학습지
카드견적 요청드립니다,120,2019.01.15,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080506&docId=318855992&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=220&search_sort=0&spq=0,학습지
중국어 배우기,311,2018.03.02,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=296321067&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=221&search_sort=0&spq=0,학습지
국어국문학과 졸업후 진로가 어떻게 되,5607,2018.08.19,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=308179678&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=222&search_sort=0&spq=0,학습지
중국어vs일본어,224,2019.06.19,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=329560891&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=223&search_sort=0&spq=0,학습지
hsk 2급 vs hsk 3급,255,2019.06.18,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=329492750&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=224&search_sort=0&spq=0,학습지
중국어 독학가능할까요?,132,2019.06.19,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=329539005&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=225&search_sort=0&spq=0,학습지
안녕하세요 지금 중국어를 독학하려고하,154,2019.06.19,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080502&docId=329541652&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=226&search_sort=0&spq=0,학습지
중국어 회화를 배우고싶은데 일정이 불,101,2019.06.13,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=329142942&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=227&search_sort=0&spq=0,학습지
중국어 인강 추천 부탁드립니다.,469,2019.06.18,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=329462317&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=228&search_sort=0&spq=0,학습지
중국어 배운지 3년 정도 됐는데 성인 구몬 중국어 괜찮을까요??,3022,2019.11.07,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=339856864&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=229&search_sort=0&spq=0,학습지
비즈니스중국어 회화 과외 선생님 찾아요,1333,2017.02.21,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=271260448&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=230&search_sort=0&spq=0,학습지
중국어 많이 어려운가요?,233,2019.02.03,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=320335271&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=231&search_sort=0&spq=0,학습지
중국어 독학,355,2019.01.10,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=318558672&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=232&search_sort=0&spq=0,학습지
중국에서 파고다,145,2019.06.08,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=328746102&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=233&search_sort=0&spq=0,학습지
대만어(國語)를 배우고 싶은데요 ! 공부하신분들 알려주세요 ㅠㅠ,1732,2017.06.23,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=279142832&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=234&search_sort=0&spq=0,학습지
5살 중국어 가르치려고 해요 도요새중국어 어떤가요?,581,2019.03.15,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=323261820&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=235&search_sort=0&spq=0,학습지
제 2외국어 중국어랑 일본어 중에 뭐가 더 나을까요?,145,2019.01.21,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319344000&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=236&search_sort=0&spq=0,학습지
중국어 회화/HSK 공부,868,2019.01.22,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319407374&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=237&search_sort=0&spq=0,학습지
중국어 책...,485,2019.01.23,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319532621&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=238&search_sort=0&spq=0,학습지
안녕하세요. 중국어 공부를 시작하고,84,2019.01.20,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319264246&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=239&search_sort=0&spq=0,학습지
중국어독학하는데,329,2019.01.22,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319402573&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=240&search_sort=0&spq=0,학습지
고등학교 중국어 하는게 나을까요 아님,987,2019.01.24,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319605619&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=241&search_sort=0&spq=0,학습지
하남 직장인중국어회화 학원말고 추천 부탁드려요,958,2019.06.07,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=328696578&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=242&search_sort=0&spq=0,학습지
안녕하세요 저는 2018년 기준 중3,100,2018.12.18,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=316841392&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=243&search_sort=0&spq=0,학습지
나주 과외선생님,559,2019.03.27,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=324040271&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=244&search_sort=0&spq=0,학습지
중국어 HSK 시험 저는 지금 중3인,137,2018.11.16,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=314549345&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=245&search_sort=0&spq=0,학습지
초4 중국어공부 어떻게 하는게 좋습니까?,169,2018.11.12,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=314207544&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=246&search_sort=0&spq=0,학습지
중학생인데 독학으로 중국어 배우려고,212,2019.01.21,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=110805&docId=319393877&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=247&search_sort=0&spq=0,학습지
중국어 독학,355,2019.01.10,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=318558672&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=248&search_sort=0&spq=0,학습지
중국어를 배워보려고 하는데,38,2019.06.29,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=330207578&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=249&search_sort=0&spq=0,학습지
중국어과 졸업후 취업,2420,2018.01.22,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=293077684&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=250&search_sort=0&spq=0,학습지
중 3 공부법 좀 알려주세요,135,2017.10.23,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=287002712&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=251&search_sort=0&spq=0,학습지
중국어 이제 회화 배울려고합니다. 차,74,2018.05.06,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=300822780&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=252&search_sort=0&spq=0,학습지
중3 학생인데요 중국어를 배우고 싶은,59,2018.08.18,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=308095877&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=253&search_sort=0&spq=0,학습지
중국어 공부를 하려고 하는데 조언 부탁드려요!,284,2017.08.14,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=282576395&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=254&search_sort=0&spq=0,학습지
재능 중국어 구몬 중국어,7297,2017.11.14,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=288401277&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=255&search_sort=0&spq=0,학습지
목동쪽 중국 조기유학관련 중국어 배울,904,2019.01.22,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319431654&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=256&search_sort=0&spq=0,학습지
구몬 중국어를 할까요 아님 눈높이 중국어를(차이홍) 할까요,3730,2017.06.15,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=278640948&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=257&search_sort=0&spq=0,학습지
구몬 중국어를 할까요 아님 눈높이 중국어를(차이홍) 할까요,3731,2017.06.15,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=278640948&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=258&search_sort=0&spq=0,학습지
"일본어, 중국어 같이 학습해도 될까요?",801,2019.03.02,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=322383767&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=259&search_sort=0&spq=0,학습지
중국어 shi (4성) 뜻이 ~이다,481,2018.07.01,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=110805&docId=304692009&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=260&search_sort=0&spq=0,학습지
구몬중국어 성인화상수업 괜찮나요?,830,2019.07.06,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=330721595&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=261&search_sort=0&spq=0,학습지
중국어 인강 선택,289,2019.01.21,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319356646&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=262&search_sort=0&spq=0,학습지
중국어로 번역 부탁드립다.,1701,2017.09.01,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=110805&docId=283773729&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=263&search_sort=0&spq=0,학습지
중국어 독학 중국어를 유창하게 하고,203,2018.06.01,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=302590638&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=264&search_sort=0&spq=0,학습지
중국어 질문입니다! 내공 100,55,2017.04.25,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=110805&docId=275442237&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=265&search_sort=0&spq=0,학습지
중국어 인강 중국에서 들을 수 있나요?,513,2019.01.14,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=318824117&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=266&search_sort=0&spq=0,학습지
중국어 공부,41,2019.06.25,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=329912603&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=267&search_sort=0&spq=0,학습지
시원스쿨 중국어 배울려고 합니다 질문 할께요,1527,2017.07.10,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=280198220&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=268&search_sort=0&spq=0,학습지
제가 중국어를 그냥 기본적인 회화나,131,2018.09.02,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=309145096&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=269&search_sort=0&spq=0,학습지
중국어 배우려고 하는데,263,2017.08.10,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=282269191&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=270&search_sort=0&spq=0,학습지
중국어 어떻게 하면 실력이 늘까요??,183,2018.05.31,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=302543996&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=271&search_sort=0&spq=0,학습지
[1] 중국어 문법 알려주세요,88,2017.04.20,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080502&docId=275130031&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=272&search_sort=0&spq=0,학습지
최근들어 중국어 공부를 하는 중국어학,359,2018.12.29,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=317665882&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=273&search_sort=0&spq=0,학습지
중국어강사 스펙을 좀 올리려는데 뭐 괜찮은 자격증 없을지?,752,2018.08.24,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=308563659&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=274&search_sort=0&spq=0,학습지
전화로하는 중국어 금액궁금합니다. 현,283,2018.08.04,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=307059634&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=275&search_sort=0&spq=0,학습지
중국어배우기 어떻게 시작을 해야 할까요?,75,2017.11.01,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=287573737&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=276&search_sort=0&spq=0,학습지
도요새중국어 몇 살 까지 할 수 있나요?,2727,2019.02.26,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=322101343&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=277&search_sort=0&spq=0,학습지
중국어 shi (4성) 뜻이 ~이다,482,2018.07.01,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=110805&docId=304692009&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=278&search_sort=0&spq=0,학습지
목동쪽 중국 조기유학관련 중국어 배울,904,2019.01.22,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=319431654&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=279&search_sort=0&spq=0,학습지
중국어공부,96,2017.12.29,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=291261160&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=280&search_sort=0&spq=0,학습지
번역가직무능력훈련으로 투잡구하기,757,2017.08.31,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=283685623&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=281&search_sort=0&spq=0,학습지
중국어 공부 어떻게 해야하나요?,129,2019.01.09,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=318465882&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=282&search_sort=0&spq=0,학습지
중국어를 배우고싶은데 제일 뭐부터 배,50,2018.10.10,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=110805&docId=311812111&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=283&search_sort=0&spq=0,학습지
중국어 자격증 (?),237,2017.03.31,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=273865226&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=284&search_sort=0&spq=0,학습지
구몬 중국어를 할까요 아님 눈높이 중국어를(차이홍) 할까요,3731,2017.06.15,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=278640948&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=285&search_sort=0&spq=0,학습지
구몬 중국어를 할까요 아님 눈높이 중국어를(차이홍) 할까요,3731,2017.06.15,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=278640948&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=286&search_sort=0&spq=0,학습지
"시작하려는데, 중국어인강 효과가 있을지?",176,2018.11.19,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=314749598&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=287&search_sort=0&spq=0,학습지
어떤 중국어학원이 좋을지 골라주세요ㅠ,210,2019.03.06,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=322667800&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=288&search_sort=0&spq=0,학습지
대만어(國語)를 배우고 싶은데요 ! 공부하신분들 알려주세요 ㅠㅠ,1733,2017.06.23,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=279142832&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=289&search_sort=0&spq=0,학습지
이직을 위한 중국어 공부,65,2021.01.11,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=378500163&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=290&search_sort=0&spq=0,학습지
직장인 중국어 시작 뭘로 하면 좋을까요,103,2020.10.14,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=370711099&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=291&search_sort=0&spq=0,학습지
중국어 먼저 배워야할까요?,51,2021.02.03,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=380857440&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=292&search_sort=0&spq=0,학습지
"용인, 수지 쪽 초등 중국어 학원 추천이요",137,2020.08.25,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=366176004&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=293&search_sort=0&spq=0,학습지
새해목표로 중국어 초보 마스터해보려구요!!,126,2021.01.18,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=379223789&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=294&search_sort=0&spq=0,학습지
인천 계양구 쪽에 초등학생이 중국어 배울만한 곳 추천해주세요.,65,2020.08.25,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=366177357&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=295&search_sort=0&spq=0,학습지
김포 중국어 학원 좀 추천해주세요,55,2021.02.11,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=381644158&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=296&search_sort=0&spq=0,학습지
인천 계양구 유아중국어,78,2020.09.06,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=367311093&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=297&search_sort=0&spq=0,학습지
Hsk 질문,58,2020.07.11,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=362199488&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=298&search_sort=0&spq=0,학습지
중국어 공부법!!,126,2021.02.01,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=380631948&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=299&search_sort=0&spq=0,학습지
중국어 배우고 싶어요,124,2021.02.09,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=381446122&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=300&search_sort=0&spq=0,학습지
공자 맹자 질문  채택o / 내공100,36,2020.11.14,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=373226994&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=301&search_sort=0&spq=0,학습지
직장인 중국어,133,2021.02.08,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=381343302&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=302&search_sort=0&spq=0,학습지
중국어 공부법!!,126,2021.02.01,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=380631948&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=303&search_sort=0&spq=0,학습지
중국어 공부,109,2021.01.31,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=380493937&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=304&search_sort=0&spq=0,학습지
중국어랑 일본어 같이 공부하려고하는데,715,2019.11.14,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=340349529&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=305&search_sort=0&spq=0,학습지
한자 3급 따는법.,62,2019.02.12,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=321002563&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=306&search_sort=0&spq=0,학습지
외국어 독학교재 추천,74,2020.11.10,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=372955929&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=307&search_sort=0&spq=0,학습지
이직을 위한 중국어 공부,65,2021.01.11,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=378500163&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=308&search_sort=0&spq=0,학습지
중국어 hsk,399,2020.12.22,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=376543464&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=309&search_sort=0&spq=0,학습지
제2외국어 중국어,177,2019.11.13,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=340338224&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=310&search_sort=0&spq=0,학습지
중국어 번역 부탁드립니다(초등 1학년 수준입니다),102,2020.10.06,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080503&docId=369978380&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=311&search_sort=0&spq=0,학습지
학원을그만두고싶어요,58,2021.03.15,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=384607438&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=312&search_sort=0&spq=0,학습지
"중국어 읽기,듣기 배우려고하는데 한자도 모르는 사람ㅇ",197,2020.11.22,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080502&docId=373876267&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=313&search_sort=0&spq=0,학습지
이직을 위한 중국어 공부,65,2021.01.11,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=378500163&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=314&search_sort=0&spq=0,학습지
혼자 공부,44,2021.03.13,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=384397851&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=315&search_sort=0&spq=0,학습지
고2 중국어 간체자 한어병음,56,2020.06.18,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080502&docId=360062798&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=316&search_sort=0&spq=0,학습지
안동에 차이홍 지점 있나요?,129,2019.09.01,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=334811074&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=317&search_sort=0&spq=0,학습지
이비에스 수능 중국어로 중국어 공부,377,2020.03.05,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=349028416&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=318&search_sort=0&spq=0,학습지
중국어 일본어 제2외국어 선택,240,2020.10.11,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=370426108&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=319&search_sort=0&spq=0,학습지
초5방송부,74,2020.11.04,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080503&docId=372432827&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=320&search_sort=0&spq=0,학습지
기말시험 중국어 잘보는법좀ㅠㅠㅜ,69,2020.07.12,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=362339287&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=321&search_sort=0&spq=0,학습지
중국어 성조,77,2020.03.26,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080502&docId=351147031&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=322&search_sort=0&spq=0,학습지
중국어 공부 방법 질문드립니다.,20,2020.10.20,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=371217393&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=323&search_sort=0&spq=0,학습지
중국어 책 찾고 있어요,55,2019.10.11,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=337933711&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=324&search_sort=0&spq=0,학습지
이중전공 중국어 선택했어요...,24,2020.10.22,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=371384162&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=325&search_sort=0&spq=0,학습지
포항에 있는 직장인 중국어 학원,139,2020.10.23,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080501&docId=371479828&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=326&search_sort=0&spq=0,학습지
성인 중국어,341,2020.02.05,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=346448751&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=327&search_sort=0&spq=0,학습지
경주 성인 HSK 중국어 학원,83,2020.10.23,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=371479958&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=328&search_sort=0&spq=0,학습지
용인 수능 대비 가능 중국어 학원,121,2020.09.18,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080506&docId=368473065&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=329&search_sort=0&spq=0,학습지
중국어 학습제,32,2018.07.06,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080505&docId=305048804&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=330&search_sort=0&spq=0,학습지
대전 유아중국어 추천부탁드려요,83,2020.09.06,https://kin.naver.com/qna/detail.nhn?d1id=11&dirId=11080507&docId=367311958&qb=7ZWZ7Iq17KeA&enc=utf8&section=kin.qna&rank=331&search_sort=0&spq=0,학습지
